ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents
1668437336,CMa0iQ3QCDUZWhAbM5,194.55.186.126,55848,45.77.119.176,80,tcp,-,0.102636,0,0,RSTOS0,F,T,0,ScR,2,80,0,0,-
1668437338,CtDKxl4EBGOMcMK1Hh,91.191.209.214,57031,45.77.119.176,59879,tcp,-,-,-,-,S0,F,T,0,S,1,40,0,0,-
1668437344,CkK2vE37LspMPhDvu,202.151.41.2,55069,45.77.119.176,445,tcp,-,-,-,-,S0,F,T,0,S,1,52,0,0,-
1668437344,C6d5jw3NRl6I04Oh68,5.188.206.38,55889,45.77.119.176,8960,tcp,-,-,-,-,S0,F,T,0,S,1,40,0,0,-
1668437350,Cfx3ftH6SLv51P745,193.169.5.190,51475,45.77.119.176,445,tcp,-,-,-,-,S0,F,T,0,S,1,52,0,0,-
1668437359,C5xP3lHtvxB8WlUM2,185.156.73.157,46574,45.77.119.176,10676,tcp,-,-,-,-,S0,F,T,0,S,1,40,0,0,-
1668437363,CVbHiP1zLYy2HWQRii,192.241.210.12,60222,45.77.119.176,26,tcp,-,-,-,-,S0,F,T,0,S,1,40,0,0,-
1668437364,C8IoYk2nChluZCuBB7,88.214.24.246,53138,45.77.119.176,443,tcp,-,3.05238,0,0,S0,F,T,0,S,2,104,0,0,-
1668437368,CF0tFB4EzYEHJEe073,185.156.73.57,55105,45.77.119.176,13735,tcp,-,-,-,-,S0,F,T,0,S,1,40,0,0,-
1668437373,CnCHOElinyith8Tv8,88.214.24.246,53138,45.77.119.176,443,tcp,-,-,-,-,S0,F,T,0,S,1,48,0,0,-
1668437386,CSqNlv2zQgxwJ81U1,167.94.138.146,1441,45.77.119.176,21232,tcp,-,-,-,-,S0,F,T,0,S,1,44,0,0,-
1668437395,C7i6sz4qGyEHYMQrug,5.8.18.35,56962,45.77.119.176,7239,tcp,-,-,-,-,S0,F,T,0,S,1,40,0,0,-
1668437400,C4EuSB2Ty8Zuupojj6,45.142.192.5,44169,45.77.119.176,52088,tcp,-,-,-,-,S0,F,T,0,S,1,40,0,0,-
1668437405,CefMIG2bR5ZWfMmItl,34.84.199.33,50223,45.77.119.176,990,tcp,-,-,-,-,S0,F,T,0,S,1,40,0,0,-
1668437406,C9BLps3ZSpFYRsxfab,20.25.63.85,49845,45.77.119.176,30520,tcp,-,-,-,-,S0,F,T,0,S,1,40,0,0,-
1668437409,ClBX174RZVTtskhZNj,176.111.174.98,50554,45.77.119.176,6893,tcp,-,-,-,-,S0,F,T,0,S,1,40,0,0,-
1668437413,Cx1Tow23I0t5Q64rDl,176.111.174.87,50458,45.77.119.176,6591,tcp,-,-,-,-,S0,F,T,0,S,1,40,0,0,-
1668437417,C5UatI3mdghWL6Vpv2,185.224.128.201,32768,45.77.119.176,41080,tcp,-,-,-,-,S0,F,T,0,S,1,44,0,0,-
1668437418,C2zDWjJuoA6bN8Axa,139.59.69.141,54935,45.77.119.176,64037,tcp,-,-,-,-,S0,F,T,0,S,1,40,0,0,-
1668437431,CQgFqw1MnCS4FWgjkf,189.43.106.74,53127,45.77.119.176,445,tcp,-,-,-,-,S0,F,T,0,S,1,52,0,0,-
1668437434,CIjPTC181hEWuxnWd2,185.156.73.122,50995,45.77.119.176,10004,tcp,-,-,-,-,S0,F,T,0,S,1,40,0,0,-
1668437440,CGLE3G3Yzj9mjbltli,161.35.37.28,55935,45.77.119.176,20011,tcp,-,-,-,-,S0,F,T,0,S,1,40,0,0,-
1668437454,CnWkyb20YI6QPPSrv3,89.248.165.110,42063,45.77.119.176,17543,tcp,-,-,-,-,S0,F,T,0,S,1,40,0,0,-
1668437461,CGG4PMaosWPBD1xXh,92.63.197.154,46484,45.77.119.176,10022,tcp,-,-,-,-,S0,F,T,0,S,1,40,0,0,-
1668437464,Covz4x2aDxaRpKPkRc,176.111.174.109,50619,45.77.119.176,6935,tcp,-,-,-,-,S0,F,T,0,S,1,40,0,0,-
1668437465,CRW9521DPY0syRH0Mb,58.137.148.186,57988,45.77.119.176,445,tcp,-,-,-,-,S0,F,T,0,S,1,52,0,0,-
1668437466,CLjtzXMrolKFt7y7l,185.156.73.122,50995,45.77.119.176,4444,tcp,-,-,-,-,S0,F,T,0,S,1,40,0,0,-
1668437473,C1ND8v3K98uFdRH0x,5.156.190.176,1121,45.77.119.176,445,tcp,-,-,-,-,S0,F,T,0,S,1,52,0,0,-
1668437477,Cb2lUehgZ8Vp0jpxk,89.248.165.110,42063,45.77.119.176,19622,tcp,-,-,-,-,S0,F,T,0,S,1,40,0,0,-
1668437428,CZDWNR2tR4ohHD3d79,fe80::fc00:4ff:fe35:47d3,134,ff02::1,133,icmp,-,-,-,-,OTH,F,F,0,-,1,128,0,0,-
1668437483,Cb4Qph4bJTsgYQZOw2,185.156.73.150,46283,45.77.119.176,9339,tcp,-,-,-,-,S0,F,T,0,S,1,40,0,0,-
1668437428,CRc5TF4UhI5AOvUL1e,fe80::5400:4ff:fe35:47d3,143,ff02::16,0,icmp,-,0.644003,40,0,OTH,F,F,0,-,2,152,0,0,-
1668437431,Cjm3jz2jAcpw7Ntxh4,208.73.203.122,5127,45.77.119.176,5060,udp,-,-,-,-,S0,F,T,0,D,1,439,0,0,-
1668437493,CBzi2yavn5Vuio6V,106.75.184.46,58914,45.77.119.176,1194,tcp,-,-,-,-,S0,F,T,0,S,1,44,0,0,-
1668437505,CMukOq1Bi8lJQYxRn,45.227.253.99,46783,45.77.119.176,3196,tcp,-,-,-,-,S0,F,T,0,S,1,40,0,0,-
1668437507,C3p6KKSZG8nCSq40e,5.188.87.3,46421,45.77.119.176,45249,tcp,-,-,-,-,S0,F,T,0,S,1,40,0,0,-
1668437518,C8XoAZ3qQENWulrwV2,91.191.209.46,57288,45.77.119.176,27106,tcp,-,-,-,-,S0,F,T,0,S,1,40,0,0,-
1668437518,CvVO1c1YfwxPVO5g5e,183.136.225.32,8088,45.77.119.176,443,tcp,-,-,-,-,S0,F,T,0,S,1,44,0,0,-
1668437519,CABNUZtAVNcSMB7wj,222.188.196.238,1024,45.77.119.176,23,tcp,-,-,-,-,S0,F,T,0,S,1,40,0,0,-
1668437467,Ca7VCk2ycVLFMl9pOc,178.33.110.40,16697,45.77.119.176,1900,udp,-,-,-,-,S0,F,T,0,D,1,45,0,0,-
1668437524,CMHEsEoQQBf82eDk6,185.156.73.153,46358,45.77.119.176,9741,tcp,-,-,-,-,S0,F,T,0,S,1,40,0,0,-
1668437527,CYKTd24vjCe5qlKM16,89.248.165.110,42063,45.77.119.176,13985,tcp,-,-,-,-,S0,F,T,0,S,1,40,0,0,-
1668437532,C9bq391qE7SI0xeDyd,78.128.113.250,53260,45.77.119.176,6547,tcp,-,-,-,-,S0,F,T,0,S,1,40,0,0,-
1668437537,CEmbxt1Wr4Q6NTfj05,92.63.197.83,46756,45.77.119.176,11515,tcp,-,-,-,-,S0,F,T,0,S,1,40,0,0,-
1668437537,CY9PZa2ePQyIOphms4,89.248.165.110,42063,45.77.119.176,13022,tcp,-,-,-,-,S0,F,T,0,S,1,40,0,0,-
1668437548,CiZQW841SDsOiwDAKc,89.248.165.110,42063,45.77.119.176,10376,tcp,-,-,-,-,S0,F,T,0,S,1,40,0,0,-
1668437553,C30itOCJ4dULVpcpe,162.62.33.200,46671,45.77.119.176,12305,tcp,-,-,-,-,S0,F,T,0,S,1,52,0,0,-
1668437558,CctMOL20iP4c4EXZA6,78.128.113.6,57271,45.77.119.176,34839,tcp,-,-,-,-,S0,F,T,0,S,1,40,0,0,-
